openalex_id,title,year,doi,url,citations,abstract,matched_queries,decision,reason
https://openalex.org/W2146721395,Interactive intrinsic video editing,2014,https://doi.org/10.1145/2661229.2661253,https://doi.org/10.1145/2661229.2661253,91,"Separating a photograph into its reflectance and illumination intrinsic images is a fundamentally ambiguous problem, and state-of-the-art algorithms combine sophisticated reflectance and illumination priors with user annotations to create plausible results. However, these algorithms cannot be easily extended to videos for two reasons: first, näively applying algorithms designed for single images to videos produce results that are temporally incoherent; second, effectively specifying user annotations for a video requires interactive feedback, and current approaches are orders of magnitudes too slow to support this. We introduce a fast and temporally consistent algorithm to decompose video sequences into their reflectance and illumination components. Our algorithm uses a hybrid ℓ 2 ℓ p formulation that separates image gradients into smooth illumination and sparse reflectance gradients using look-up tables. We use a multi-scale parallelized solver to reconstruct the reflectance and illumination from these gradients while enforcing spatial and temporal reflectance constraints and user annotations. We demonstrate that our algorithm automatically produces reasonable results, that can be interactively refined by users, at rates that are two orders of magnitude faster than existing tools, to produce high-quality decompositions for challenging real-world video sequences. We also show how these decompositions can be used for a number of video editing applications including recoloring, retexturing, illumination editing, and lighting-aware compositing.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W3157973839,Super-resolved live-cell imaging using random illumination microscopy,2021,https://doi.org/10.1016/j.crmeth.2021.100009,https://doi.org/10.1016/j.crmeth.2021.100009,91,"Current super-resolution microscopy (SRM) methods suffer from an intrinsic complexity that might curtail their routine use in cell biology. We describe here random illumination microscopy (RIM) for live-cell imaging at super-resolutions matching that of 3D structured illumination microscopy, in a robust fashion. Based on speckled illumination and statistical image reconstruction, easy to implement and user-friendly, RIM is unaffected by optical aberrations on the excitation side, linear to brightness, and compatible with multicolor live-cell imaging over extended periods of time. We illustrate the potential of RIM on diverse biological applications, from the mobility of proliferating cell nuclear antigen (PCNA) in U2OS cells and kinetochore dynamics in mitotic S. pombe cells to the 3D motion of myosin minifilaments deep inside Drosophila tissues. RIM's inherent simplicity and extended biological applicability, particularly for imaging at increased depths, could help make SRM accessible to biology laboratories.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic"
https://openalex.org/W3110086937,Night-to-Day: Online Image-to-Image Translation for Object Detection Within Autonomous Driving by Night,2020,https://doi.org/10.1109/tiv.2020.3039456,https://doi.org/10.1109/tiv.2020.3039456,90,"Object detectors are central to autonomous driving and are widely used in driver assistance systems. Object detectors are trained on a finite amount of data within a specific domain, hampering detection performance when applying object detectors to samples from other domains during inference, an effect known as domain gap. Domain gap is a concern for data-driven applications, evoking repetitive retraining of networks when the applications unfold into other domains. With object detectors that have been trained on day images only, a domain gap can be observed in object detection by night. Training object detectors on night images is critical because of the enormous effort required to generate an adequate amount of diversely labeled data, and existing data sets often tend to overfit specific domain characteristics. For the first time, this work proposes adapting domains by online image-to-image translation to expand an object detector's domain of operation. The domain gap is decreased without additional labeling effort and without having to retrain the object detector while unfolding into the target domain. The approach follows the concept of domain adaptation, shifting the target domain samples into the domain knownto the object detector (source domain). Firstly, the UNIT network is trained for domain adaptation and subsequently cast into an online domain adaptation module, which narrows down the domain gap. Domain adaptation capabilities are evaluated qualitatively by displaying translated samples and visualizing the domain shift through the 2D tSNE algorithm. We quantitatively benchmark the domain adaptation's influence on a state-of-the-art object detector, and on a retrained object detector, for mean average precision, mean recall, and the resulting F1-score. Our approach achieves an F1 score improvement of 5.27 % within object detection by night when applying online domain adaptation. The evaluation is executed on the BDD100K benchmark data set.",day night image translation,retain,"night, translation"
https://openalex.org/W2798896170,InverseFaceNet: Deep Monocular Inverse Face Rendering,2018,https://doi.org/10.1109/cvpr.2018.00486,https://doi.org/10.1109/cvpr.2018.00486,88,"We introduce InverseFaceNet, a deep convolutional inverse rendering framework for faces that jointly estimates facial pose, shape, expression, reflectance and illumination from a single input image. By estimating all parameters from just a single image, advanced editing possibilities on a single face image, such as appearance editing and relighting, become feasible in real time. Most previous learning-based face reconstruction approaches do not jointly recover all dimensions, or are severely limited in terms of visual quality. In contrast, we propose to recover high-quality facial pose, shape, expression, reflectance and illumination using a deep neural network that is trained using a large, synthetically created training corpus. Our approach builds on a novel loss function that measures model-space similarity directly in parameter space and significantly improves reconstruction accuracy. We further propose a self-supervised bootstrapping process in the network training loop, which iteratively updates the synthetic training corpus to better reflect the distribution of real-world imagery. We demonstrate that this strategy outperforms completely synthetically trained networks. Finally, we show high-quality reconstructions and compare our approach to several state-of-the-art approaches.",single image relighting inverse rendering,retain,"relight, illumination, reflectance, inverse render"
https://openalex.org/W2133661850,Estimation of Intrinsic Image Sequences from Image+Depth Video,2012,https://doi.org/10.1007/978-3-642-33783-3_24,https://doi.org/10.1007/978-3-642-33783-3_24,88,,intrinsic image decomposition reflectance illumination,retain,intrinsic
https://openalex.org/W4235795445,Intrinsic colorization,2008,https://doi.org/10.1145/1457515.1409105,https://doi.org/10.1145/1457515.1409105,87,"In this paper, we present an example-based colorization technique robust to illumination differences between grayscale target and color reference images. To achieve this goal, our method performs color transfer in an illumination-independent domain that is relatively free of shadows and highlights. It first recovers an illumination-independent intrinsic reflectance image of the target scene from multiple color references obtained by web search. The reference images from the web search may be taken from different vantage points, under different illumination conditions, and with different cameras. Grayscale versions of these reference images are then used in decomposing the grayscale target image into its intrinsic reflectance and illumination components. We transfer color from the color reflectance image to the grayscale reflectance image, and obtain the final result by relighting with the illumination component of the target image. We demonstrate via several examples that our method generates results with excellent color consistency.",intrinsic image decomposition reflectance illumination,retain,"relight, illumination, intrinsic, reflectance"
https://openalex.org/W2890958373,Intrinsic Image Decomposition with Step and Drift Shading Separation,2018,https://doi.org/10.1109/tvcg.2018.2869326,https://doi.org/10.1109/tvcg.2018.2869326,86,"Decomposing an image into the shading and reflectance layers remains challenging due to its severely under-constrained nature. We present an approach based on illumination decomposition that recovers the intrinsic images without additional information, e.g., depth or user interaction. Our approach is based on the rationale that the shading component contains the step and drift channels simultaneously. We decompose the illumination into two channels: the step shading, corresponding to the sharp shading changes due to cast shadow or abrupt shape changes; the drift shading, accounting for the smooth shading variations due to gradual illumination changes or slow shape changes. Due to such transformation of turning the conventional assumption that shading has smoothness as reasonable prior, our model has the advantages in handling real images, especially with the cast shadows or strong shape edges. We also apply a much stricter edge classifier along with a reinforcement process to enhance our method. We formulate the problem using a two-parameter energy function and split it into two energy functions corresponding to the reflectance and step shading. Experiments on the MIT dataset, the IIW dataset and the MPI Sintel dataset have shown the success of our approach over the state-of-the-art methods.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W4362562911,Emergent Visual Sensors for Autonomous Vehicles,2023,https://doi.org/10.1109/tits.2023.3248483,https://doi.org/10.1109/tits.2023.3248483,84,"For vehicles to navigate autonomously, they need to perceive and understand their immediate surroundings. Currently, cameras are the preferred sensors, due to their high performance and relatively low-cost compared with other sensors like LiDARs and Radars. However, their performance is limited by inherent imaging constraints, a standard RGB camera may perform poorly in extreme conditions, including low illumination, high contrast, bad weather (e.g. fog, rain, snow, etc.), glare, etc. Further, when using monocular cameras, it is more challenging to determine spatial distances than when using active range sensors such as LiDARs or Radars. Over the past years, novel image sensors, namely, infrared cameras, range-gated cameras, polarization cameras, and event cameras, have demonstrated strong potential. Some of them could be game-changers for future autonomous vehicles, they are the result of progress in sensor technology and the development of the accompanying perception algorithms. This paper presents in a systematic manner their principles, comparative advantages, data processing algorithms, and related applications. The purpose is to provide practitioners with an in-depth overview of novel sensing technologies that can contribute to the safe deployment of autonomous vehicles.",night image synthesis camera noise glare reflection,retain,"illumination, glare"
https://openalex.org/W2608400466,Intrinsic Decompositions for Image Editing,2017,https://doi.org/10.1111/cgf.13149,https://doi.org/10.1111/cgf.13149,83,"Intrinsic images are a mid-level representation of an image that decompose the image into reflectance and illumination layers. The reflectance layer captures the color/texture of surfaces in the scene, while the illumination layer captures shading effects caused by interactions between scene illumination and surface geometry. Intrinsic images have a long history in computer vision and recently in computer graphics, and have been shown to be a useful representation for tasks ranging from scene understanding and reconstruction to image editing. In this report, we review and evaluate past work on this problem. Specifically, we discuss each work in terms of the priors they impose on the intrinsic image problem. We introduce a new synthetic ground-truth dataset that we use to evaluate the validity of these priors and the performance of the methods. Finally, we evaluate the performance of the different methods in the context of image-editing applications.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W2942626212,Few-Shot Unsupervised Image-to-Image Translation,2019,https://doi.org/10.48550/arxiv.1905.01723,http://arxiv.org/abs/1905.01723,81,"Unsupervised image-to-image translation methods learn to map images in a given class to an analogous image in a different class, drawing on unstructured (non-registered) datasets of images. While remarkably successful, current methods require access to many images in both source and destination classes at training time. We argue this greatly limits their use. Drawing inspiration from the human capability of picking up the essence of a novel object from a small number of examples and generalizing from there, we seek a few-shot, unsupervised image-to-image translation algorithm that works on previously unseen target classes that are specified, at test time, only by a few example images. Our model achieves this few-shot generation capability by coupling an adversarial training scheme with a novel network design. Through extensive experimental validation and comparisons to several baseline methods on benchmark datasets, we verify the effectiveness of the proposed framework. Our implementation and datasets are available at https://github.com/NVlabs/FUNIT .",unpaired image translation structure preservation,retain,translation
https://openalex.org/W2002193550,Intrinsic Image Decomposition Using Optimization and User Scribbles,2012,https://doi.org/10.1109/tsmcb.2012.2208744,https://doi.org/10.1109/tsmcb.2012.2208744,78,"In this paper, we present a novel high-quality intrinsic image recovery approach using optimization and user scribbles. Our approach is based on the assumption of color characteristics in a local window in natural images. Our method adopts a premise that neighboring pixels in a local window having similar intensity values should have similar reflectance values. Thus, the intrinsic image decomposition is formulated by minimizing an energy function with the addition of a weighting constraint to the local image properties. In order to improve the intrinsic image decomposition results, we further specify local constraint cues by integrating the user strokes in our energy formulation, including constant-reflectance, constant-illumination, and fixed-illumination brushes. Our experimental results demonstrate that the proposed approach achieves a better recovery result of intrinsic reflectance and illumination components than the previous approaches.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W2091247382,Rich Intrinsic Image Decomposition of Outdoor Scenes from Multiple Views,2012,https://doi.org/10.1109/tvcg.2012.112,https://doi.org/10.1109/tvcg.2012.112,77,"Intrinsic images aim at separating an image into its reflectance and illumination components to facilitate further analysis or manipulation. This separation is severely ill posed and the most successful methods rely on user indications or precise geometry to resolve the ambiguities inherent to this problem. In this paper, we propose a method to estimate intrinsic images from multiple views of an outdoor scene without the need for precise geometry and with a few manual steps to calibrate the input. We use multiview stereo to automatically reconstruct a 3D point cloud of the scene. Although this point cloud is sparse and incomplete, we show that it provides the necessary information to compute plausible sky and indirect illumination at each 3D point. We then introduce an optimization method to estimate sun visibility over the point cloud. This algorithm compensates for the lack of accurate geometry and allows the extraction of precise shadows in the final image. We finally propagate the information computed over the sparse point cloud to every pixel in the photograph using image-guided propagation. Our propagation not only separates reflectance from illumination, but also decomposes the illumination into a sun, sky, and indirect layer. This rich decomposition allows novel image manipulations as demonstrated by our results.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W2057552653,Multiview Intrinsic Images of Outdoors Scenes with an Application to Relighting,2015,https://doi.org/10.1145/2756549,https://doi.org/10.1145/2756549,77,"We introduce a method to compute intrinsic images for a multiview set of outdoor photos with cast shadows, taken under the same lighting. We use an automatic 3D reconstruction from these photos and the sun direction as input and decompose each image into reflectance and shading layers, despite the inaccuracies and missing data of the 3D model. Our approach is based on two key ideas. First, we progressively improve the accuracy of the parameters of our image formation model by performing iterative estimation and combining 3D lighting simulation with 2D image optimization methods. Second, we use the image formation model to express reflectance as a function of discrete visibility values for shadow and light, which allows to introduce a robust visibility classifier for pairs of points in a scene. This classifier is used for shadow labeling, allowing to compute high-quality reflectance and shading layers. Our multiview intrinsic decomposition is of sufficient quality to allow relighting of the input images. We create shadow-caster geometry which preserves shadow silhouettes and, using the intrinsic layers, we can perform multiview relighting with moving cast shadows. We present results on several multiview datasets, and show how it is now possible to perform image-based rendering with changing illumination conditions.",intrinsic image decomposition reflectance illumination,retain,"relight, illumination, intrinsic, reflectance"
https://openalex.org/W2099628660,Recovering intrinsic images from a single image,2005,https://doi.org/10.1109/tpami.2005.185,https://doi.org/10.1109/tpami.2005.185,76,"Interpreting real-world images requires the ability distinguish the different characteristics of the scene that lead to its final appearance. Two of the most important of these characteristics are the shading and reflectance of each point in the scene. We present an algorithm that uses multiple cues to recover shading and reflectance intrinsic images from a single image. Using both color information and a classifier trained to recognize gray-scale patterns, given the lighting direction, each image derivative is classified as being caused by shading or a change in the surface's reflectance. The classifiers gather local evidence about the surface's form and color, which is then propagated using the generalized belief propagation algorithm. The propagation step disambiguates areas of the image where the correct classification is not clear from local evidence. We use real-world images to demonstrate results and show how each component of the system affects the results.",intrinsic image decomposition reflectance illumination,retain,"intrinsic, reflectance"
https://openalex.org/W2968087827,Unpaired Image Denoising Using a Generative Adversarial Network in X-Ray CT,2019,https://doi.org/10.1109/access.2019.2934178,https://doi.org/10.1109/access.2019.2934178,74,"This paper proposes a deep learning-based denoising method for noisy low-dose computerized tomography (CT) images in the absence of paired training data. The proposed method uses a fidelity-embedded generative adversarial network (GAN) to learn a denoising function from unpaired training data of low-dose CT (LDCT) and standard-dose CT (SDCT) images, where the denoising function is the optimal generator in the GAN framework. This paper analyzes the f-GAN objective to derive a suitable generator that is optimized by minimizing a weighted sum of two losses: the Kullback-Leibler divergence between an SDCT data distribution and a generated distribution, and the 12 loss between the LDCT image and the corresponding generated images (or denoised image). The computed generator reflects the prior belief about SDCT data distribution through training. We observed that the proposed method allows the preservation of fine anomalous features while eliminating noise. The experimental results show that the proposed deep-learning method with unpaired datasets performs comparably to a method using paired datasets. A clinical experiment was also performed to show the validity of the proposed method for noise arising in the low-dose X-ray CT.",unpaired image translation structure preservation,retain,noise
https://openalex.org/W2886030071,Nerve-targeted probes for fluorescence-guided intraoperative imaging,2018,https://doi.org/10.7150/thno.23084,https://doi.org/10.7150/thno.23084,72,"A fundamental goal of many surgeries is nerve preservation, as inadvertent injury can lead to patient morbidity including numbness, pain, localized paralysis and incontinence. Nerve identification during surgery relies on multiple parameters including anatomy, texture, color and relationship to surrounding structures using white light illumination. We propose that fluorescent labeling of nerves can enhance the contrast between nerves and adjacent tissue during surgery which may lead to improved outcomes. Methods: Nerve binding peptide sequences including HNP401 were identified by phage display using selective binding to dissected nerve tissue. Peptide dye conjugates including FAM-HNP401 and structural variants were synthesized and screened for nerve binding after topical application on fresh rodent and human tissue and in-vivo after systemic IV administration into both mice and rats. Nerve to muscle contrast was quantified by measuring fluorescent intensity after topical or systemic administration of peptide dye conjugate. Results: Peptide dye conjugate FAM-HNP401 showed selective binding to human sural nerve with 10.9x fluorescence signal intensity (1374.44 425.96) compared to a previously identified peptide FAM-NP41 (126.17 61.03). FAM-HNP401 showed nerve-to-muscle contrast of 3.03 0.57. FAM-HNP401 binds and highlight multiple human peripheral nerves including lower leg sural, upper arm medial antebrachial as well as autonomic nerves isolated from human prostate. Conclusion: Phage display has identified a novel peptide that selectively binds to ex-vivo human nerves and in-vivo using rodent models. FAM-HNP401 or an optimized variant could be translated for use in a clinical setting for intraoperative identification of human nerves to improve visualization and potentially decrease the incidence of intra-surgical nerve injury.",unpaired image translation structure preservation,retain,illumination
https://openalex.org/W2609615231,Superpixel-Based Intrinsic Image Decomposition of Hyperspectral Images,2017,https://doi.org/10.1109/tgrs.2017.2690445,https://doi.org/10.1109/tgrs.2017.2690445,68,"In this paper, we propose a novel superpixel-based intrinsic image decomposition (SIID) framework for hyperspectral images. Intrinsic images are usually referred to the separation of shading and reflectance components from an input image. Considering the high dimensionality of hyperspectral images, we further decompose the shading component into the product of environment illumination and surface orientation changes, thus modeling the problem more properly. The proposed method consists of the following steps. First, we build two superpixel segmentation maps of different scales, i.e., a finer one that is oversegmented and a coarser one that is undersegmented. Based on the observation that the finer superpixel map achieves a higher segmentation accuracy, whereas the coarser superpixel map tends to reserve the objectness of the original image, we model the SIID decomposition problem in a matrix form based on the finer superpixel map and define a constraint matrix by integrating the information in the coarser superpixel map. The constraint matrix is introduced as a secondary constraint in order to make the ill-posed IID problem solvable. Finally, we transform the original decomposition problem into minimizing the Frobenius norm of the proposed matrix energy function and iteratively derive the solution. Our experimental results demonstrate that the proposed method is able to achieve a performance outperforming the state-of-the-art while making a great improvement in efficiency.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W2227411572,Intrinsic Face Image Decomposition with Human Face Priors,2014,https://doi.org/10.1007/978-3-319-10602-1_15,https://doi.org/10.1007/978-3-319-10602-1_15,66,,intrinsic image decomposition reflectance illumination,retain,intrinsic
https://openalex.org/W2808532172,RenderNet: A deep convolutional network for differentiable rendering from 3D shapes,2018,https://doi.org/10.48550/arxiv.1806.06575,https://researchportal.bath.ac.uk/en/publications/e64f6607-1e01-48af-98f1-8d42d1d1e89c,65,"Traditional computer graphics rendering pipeline is designed for procedurally generating 2D quality images from 3D shapes with high performance. The non-differentiability due to discrete operations such as visibility computation makes it hard to explicitly correlate rendering parameters and the resulting image, posing a significant challenge for inverse rendering tasks. Recent work on differentiable rendering achieves differentiability either by designing surrogate gradients for non-differentiable operations or via an approximate but differentiable renderer. These methods, however, are still limited when it comes to handling occlusion, and restricted to particular rendering effects. We present RenderNet, a differentiable rendering convolutional network with a novel projection unit that can render 2D images from 3D shapes. Spatial occlusion and shading calculation are automatically encoded in the network. Our experiments show that RenderNet can successfully learn to implement different shaders, and can be used in inverse rendering tasks to estimate shape, pose, lighting and texture from a single image.",single image relighting inverse rendering,retain,inverse render
https://openalex.org/W4225400017,A night pavement crack detection method based on image‐to‐image translation,2022,https://doi.org/10.1111/mice.12849,https://doi.org/10.1111/mice.12849,62,,day night image translation,retain,"night, translation"
https://openalex.org/W2885621364,Joint Learning of Intrinsic Images and Semantic Segmentation,2018,https://doi.org/10.1007/978-3-030-01231-1_18,https://doi.org/10.1007/978-3-030-01231-1_18,62,,intrinsic image decomposition reflectance illumination,retain,intrinsic
https://openalex.org/W2160797951,Computer vision in roadway transportation systems: a survey,2013,https://doi.org/10.1117/1.jei.22.4.041121,https://doi.org/10.1117/1.jei.22.4.041121,62,"There is a worldwide effort to apply 21st century intelligence to evolving our transportation networks. The goals of smart transportation networks are quite noble and manifold, including safety, efficiency, law enforcement, energy conservation, and emission reduction. Computer vision is playing a key role in this transportation evolution. Video imaging scientists are providing intelligent sensing and processing technologies for a wide variety of applications and services. There are many interesting technical challenges including imaging under a variety of environmental and illumination conditions, data overload, recognition and tracking of objects at high speed, distributed network sensing and processing, energy sources, as well as legal concerns. This paper presents a survey of computer vision techniques related to three key problems in the transportation domain: safety, efficiency, and security and law enforcement. A broad review of the literature is complemented by detailed treatment of a few selected algorithms and systems that the authors believe represent the state-of-the-art.",night image synthesis camera noise glare reflection,retain,illumination
https://openalex.org/W4297900125,Learning to Relight Portrait Images via a Virtual Light Stage and Synthetic-to-Real Adaptation,2022,https://doi.org/10.1145/3550454.3555442,https://doi.org/10.1145/3550454.3555442,61,"Given a portrait image of a person and an environment map of the target lighting, portrait relighting aims to re-illuminate the person in the image as if the person appeared in an environment with the target lighting. To achieve high-quality results, recent methods rely on deep learning. An effective approach is to supervise the training of deep neural networks with a high-fidelity dataset of desired input-output pairs, captured with a light stage. However, acquiring such data requires an expensive special capture rig and time-consuming efforts, limiting access to only a few resourceful laboratories. To address the limitation, we propose a new approach that can perform on par with the state-of-the-art (SOTA) relighting methods without requiring a light stage. Our approach is based on the realization that a successful relighting of a portrait image depends on two conditions. First, the method needs to mimic the behaviors of physically-based relighting. Second, the output has to be photorealistic. To meet the first condition, we propose to train the relighting network with training data generated by a virtual light stage that performs physically-based rendering on various 3D synthetic humans under different environment maps. To meet the second condition, we develop a novel synthetic-to-real approach to bring photorealism to the relighting network output. In addition to achieving SOTA results, our approach offers several advantages over the prior methods, including controllable glares on glasses and more temporally-consistent results for relighting videos.",single image relighting inverse rendering,retain,"relight, glare"
https://openalex.org/W3101452841,Single-Shot Neural Relighting and SVBRDF Estimation,2020,https://doi.org/10.1007/978-3-030-58529-7_6,https://doi.org/10.1007/978-3-030-58529-7_6,58,,single image relighting inverse rendering,retain,relight
https://openalex.org/W4308454739,Unsupervised Image-to-Image Translation: A Review,2022,https://doi.org/10.3390/s22218540,https://doi.org/10.3390/s22218540,56,"Supervised image-to-image translation has been proven to generate realistic images with sharp details and to have good quantitative performance. Such methods are trained on a paired dataset, where an image from the source domain already has a corresponding translated image in the target domain. However, this paired dataset requirement imposes a huge practical constraint, requires domain knowledge or is even impossible to obtain in certain cases. Due to these problems, unsupervised image-to-image translation has been proposed, which does not require domain expertise and can take advantage of a large unlabeled dataset. Although such models perform well, they are hard to train due to the major constraints induced in their loss functions, which make training unstable. Since CycleGAN has been released, numerous methods have been proposed which try to address various problems from different perspectives. In this review, we firstly describe the general image-to-image translation framework and discuss the datasets and metrics involved in the topic. Furthermore, we revise the current state-of-the-art with a classification of existing works. This part is followed by a small quantitative evaluation, for which results were taken from papers.",unpaired image translation structure preservation,retain,translation
https://openalex.org/W2220470871,Intrinsic Decomposition of Image Sequences from Local Temporal Variations,2015,https://doi.org/10.1109/iccv.2015.57,https://doi.org/10.1109/iccv.2015.57,54,"We present a method for intrinsic image decomposition, which aims to decompose images into reflectance and shading layers. Our input is a sequence of images with varying illumination acquired by a static camera, e.g. an indoor scene with a moving light source or an outdoor timelapse. We leverage the local color variations observed over time to infer constraints on the reflectance and solve the ill-posed image decomposition problem. In particular, we derive an adaptive local energy from the observations of each local neighborhood over time, and integrate distant pairwise constraints to enforce coherent decomposition across all surfaces with consistent shading changes. Our method is solely based on multiple observations of a Lambertian scene under varying illumination and does not require user interaction, scene geometry, or an explicit lighting model. We compare our results with several intrinsic decomposition methods on a number of synthetic and captured datasets.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W2807141917,From Faces to Outdoor Light Probes,2018,https://doi.org/10.1111/cgf.13341,https://doi.org/10.1111/cgf.13341,52,"Abstract Image‐based lighting has allowed the creation of photo‐realistic computer‐generated content. However, it requires the accurate capture of the illumination conditions, a task neither easy nor intuitive, especially to the average digital photography enthusiast. This paper presents an approach to directly estimate an HDR light probe from a single LDR photograph, shot outdoors with a consumer camera, without specialized calibration targets or equipment. Our insight is to use a person's face as an outdoor light probe. To estimate HDR light probes from LDR faces we use an inverse rendering approach which employs data‐driven priors to guide the estimation of realistic, HDR lighting. We build compact, realistic representations of outdoor lighting both parametrically and in a data‐driven way, by training a deep convolutional autoencoder on a large dataset of HDR sky environment maps. Our approach can recover high‐frequency, extremely high dynamic range lighting environments. For quantitative evaluation of lighting estimation accuracy and relighting accuracy, we also contribute a new database of face photographs with corresponding HDR light probes. We show that relighting objects with HDR light probes estimated by our method yields realistic results in a wide variety of settings.",single image relighting inverse rendering,retain,"relight, illumination, inverse render"
https://openalex.org/W2245606284,Scene Intrinsics and Depth from a Single Image,2015,https://doi.org/10.1109/iccvw.2015.39,https://doi.org/10.1109/iccvw.2015.39,52,"Intrinsic image decomposition factorizes an observed image into its physical causes. This is most commonly framed as a decomposition into reflectance and shading, although recent progress has made full decompositions into shape, illumination, reflectance, and shading possible. However, existing factorization approaches require depth sensing to initialize the optimization of scene intrinsics. Rather than relying on depth sensors, we show that depth estimated purely from monocular appearance can provide sufficient cues for intrinsic image analysis. Our full intrinsic pipeline regresses depth by a fully convolutional network then jointly optimizes the intrinsic factorization to recover the input image. This combination yields full decompositions by uniting feature learning through deep network regression with physical modeling through statistical priors and random field regularization. This work demonstrates the first pipeline for full intrinsic decomposition of scenes from a single color image input alone.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W2963644875,Self-Supervised Intrinsic Image Decomposition,2017,,https://hdl.handle.net/1721.1/126660,51,"Intrinsic decomposition from a single image is a highly challenging task, due to its inherent ambiguity and the scarcity of training data. In contrast to traditional fully supervised learning approaches, in this paper we propose learning intrinsic image decomposition by explaining the input image. Our model, the Rendered Intrinsics Network (RIN), joins together an image decomposition pipeline, which predicts reflectance, shape, and lighting conditions given a single image, with a recombination function, a learned shading model used to recompose the original input based off of intrinsic image predictions. Our network can then use unsupervised reconstruction error as an additional signal to improve its intermediate representations. This allows large-scale unlabeled data to be useful during training, and also enables transferring learned knowledge to images of unseen object categories, lighting conditions, and shapes. Extensive experiments demonstrate that our method performs well on both intrinsic image decomposition and knowledge transfer.",intrinsic image decomposition reflectance illumination,retain,"intrinsic, reflectance"
https://openalex.org/W3015653929,Feature-Guided SAR-to-Optical Image Translation,2020,https://doi.org/10.1109/access.2020.2987105,https://doi.org/10.1109/access.2020.2987105,51,"The powerful performance of Generative Adversarial Networks (GANs) in image-to-image translation has been well demonstrated in recent years. However, most methods are focused on completing an isolated image translation task. With the complex scenes in optical images and high-frequency speckle noise in SAR images, the quality of generated images is often unsatisfactory. In this paper, a feature-guided method for SAR-to-optical image translation is proposed to better take the unique attributes of images into account. Specifically, in view of the diversity of structure features and texture features, VGG-19 network is used as the feature extractor in the task of cross-modal image translation. To ensure the acquisition of multilayer features in the process of image generation, feature matching is carried out on different layers. Loss function based on Discrete Cosine Transform is designed to filter out the high-frequency noise. The generated images show better performance in feature preservation and noise reduction, and achieve higher Image Quality Assessment scores compared with images generated by some famous methods. The superiority of our algorithm is also demonstrated by being applied to different networks.",unpaired image translation structure preservation,retain,"translation, noise"
https://openalex.org/W2999408714,Neural Human Video Rendering by Learning Dynamic Textures and Rendering-to-Video Translation,2020,https://doi.org/10.48550/arxiv.2001.04947,http://arxiv.org/abs/2001.04947,49,"Synthesizing realistic videos of humans using neural networks has been a popular alternative to the conventional graphics-based rendering pipeline due to its high efficiency. Existing works typically formulate this as an image-to-image translation problem in 2D screen space, which leads to artifacts such as over-smoothing, missing body parts, and temporal instability of fine-scale detail, such as pose-dependent wrinkles in the clothing. In this paper, we propose a novel human video synthesis method that approaches these limiting factors by explicitly disentangling the learning of time-coherent fine-scale details from the embedding of the human in 2D screen space. More specifically, our method relies on the combination of two convolutional neural networks (CNNs). Given the pose information, the first CNN predicts a dynamic texture map that contains time-coherent high-frequency details, and the second CNN conditions the generation of the final video on the temporally coherent output of the first CNN. We demonstrate several applications of our approach, such as human reenactment and novel view synthesis from monocular video, where we show significant improvement over the state of the art both qualitatively and quantitatively.",single image relighting inverse rendering,retain,translation
https://openalex.org/W3102270524,Self-supervised Outdoor Scene Relighting,2020,https://doi.org/10.1007/978-3-030-58542-6_6,https://doi.org/10.1007/978-3-030-58542-6_6,48,,single image relighting inverse rendering,retain,relight
https://openalex.org/W2115166229,Potential secondary structure at translation-initiation sites,1987,https://doi.org/10.1093/nar/15.1.345,https://doi.org/10.1093/nar/15.1.345,48,"Since translational start codons also occur internally, more-complex features within mRNA must determine initiation. We compare the potential secondary structure of 123 prokaryotic mRNA start regions to that of regions coding for internal methionines. The latter display an unexpectedly-uniform, almost-periodic pattern of pairing potential. In contrast, sequences 5' to start codons have little self-pairing, and do not pair extensively with the proximal coding region. Pairing potential surrounding start codons was found to be less than half of that found near internal AUGs. In groups of random sequences where the distribution of nucleotides at each position, or of trinucleotides at each in-frame codon position, matched the observed natural distribution, there was no periodicity in the pairing potential of the internal sequences. Randomized internal sequences had less pairing: the ratio of pairing intensity between internals and starts was reduced from 2.0 to 1.6 by randomization. We propose that the transition from the relatively-unstructured start domains to the highly-structured internal sequences may be an important determinant of translational start-site recognition.",unpaired image translation structure preservation,retain,translation
https://openalex.org/W4321766599,IID-MEF: A multi-exposure fusion network based on intrinsic image decomposition,2023,https://doi.org/10.1016/j.inffus.2023.02.031,https://doi.org/10.1016/j.inffus.2023.02.031,44,,intrinsic image decomposition reflectance illumination,retain,intrinsic
